plan_order,wave,wave_name,batch,batch_name,chunk,risk,review_index,date,short_sha,sha,subject,rationale,top_dirs,files_changed,goal,validation,commit_url
134,3,Frontend Correctness,3D,Misc Product Bugs,3D-01,high,221,2026-03-12,6a3281a18d,6a3281a18ddc1dca45e262d0c7225c74f970e13f,Bug fix batches (#18588),core product bug fix,"packages/twenty-front (3), packages/twenty-ui (2), packages/twenty-server (1)",6,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/6a3281a18ddc1dca45e262d0c7225c74f970e13f
135,3,Frontend Correctness,3D,Misc Product Bugs,3D-01,low,264,2026-03-16,67866ff59c,67866ff59c0527eb639b70e5761731634dc97f68,fix: expr-eval related dependabot alerts (#18661),core product bug fix,"packages/twenty-shared (4), yarn.lock (1)",5,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/67866ff59c0527eb639b70e5761731634dc97f68
136,3,Frontend Correctness,3D,Misc Product Bugs,3D-01,high,282,2026-03-16,c4e55d08ff,c4e55d08ff0ee0aa30a4697f9e7518e4b0c67ab4,fix: allow identical singular and plural labels for objects (#18678),core product bug fix,"packages/twenty-front (10), packages/twenty-server (9), packages/twenty-shared (4)",23,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/c4e55d08ff0ee0aa30a4697f9e7518e4b0c67ab4
137,3,Frontend Correctness,3D,Misc Product Bugs,3D-01,low,340,2026-03-20,cd594ce8bd,cd594ce8bd18bfc6e7b5775e8ba861008d366602,Fix: Hide object from Opened section when it already has a workspace nav item (#18766),core product bug fix,packages/twenty-front (2),2,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/cd594ce8bd18bfc6e7b5775e8ba861008d366602
138,3,Frontend Correctness,3D,Misc Product Bugs,3D-01,high,360,2026-03-21,42269cc45b,42269cc45bcf8d2131dbb17d3cc6428f1e341733,fix(links): preserve percent-encoded URLs during normalization (#18792),core product bug fix,"packages/twenty-shared (12), packages/twenty-front (7), packages/twenty-server (4)",23,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/42269cc45bcf8d2131dbb17d3cc6428f1e341733
139,3,Frontend Correctness,3D,Misc Product Bugs,3D-01,low,362,2026-03-20,2a1d22d870,2a1d22d8706d4b99c3c988fda5f0b13d14a3e644,Fix page scrolling when layout customization bar is visible (#18802),core product bug fix,packages/twenty-front (1),1,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/2a1d22d8706d4b99c3c988fda5f0b13d14a3e644
140,3,Frontend Correctness,3D,Misc Product Bugs,3D-01,low,374,2026-03-22,96c5728ed0,96c5728ed09427df38ab12459ca38944b53a271f,fix: prevent localStorage bloat from derived fields on mock metadata (#18809),core product bug fix,packages/twenty-front (3),3,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/96c5728ed09427df38ab12459ca38944b53a271f
141,3,Frontend Correctness,3D,Misc Product Bugs,3D-01,low,386,2026-03-23,dc00701448,dc00701448791bc0dc60674783d0483f7c44b1d7,Fix: TypeError: Cannot convert undefined or null to object (#18333),core product bug fix,packages/twenty-front (2),2,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/dc00701448791bc0dc60674783d0483f7c44b1d7
142,3,Frontend Correctness,3D,Misc Product Bugs,3D-01,medium,421,2026-03-24,7b6fb52df7,7b6fb52df779c792bd0f2d0f41b05eda5b58f4bc,fix: validate blocknote JSON in rich text fields (#18902),core product bug fix,"packages/twenty-front (7), packages/twenty-server (7)",14,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/7b6fb52df779c792bd0f2d0f41b05eda5b58f4bc
143,3,Frontend Correctness,3D,Misc Product Bugs,3D-02,high,427,2026-03-24,611947e031,611947e031c0a2e8a88e1fd99f13c3c4fc050053,"fix: metadata store lifecycle during sign-in, sign-out, and locale change (#18901)",core product bug fix,packages/twenty-front (36),36,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/611947e031c0a2e8a88e1fd99f13c3c4fc050053
144,3,Frontend Correctness,3D,Misc Product Bugs,3D-02,medium,432,2026-03-24,cec23e89fa,cec23e89facbc26e1a502162a6b86482262b6b8a,Fix batch update optimistic and prevent accidental mass-update (#17213),core product bug fix,packages/twenty-front (13),13,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/cec23e89facbc26e1a502162a6b86482262b6b8a
145,3,Frontend Correctness,3D,Misc Product Bugs,3D-02,low,462,2026-03-25,e1374e34a7,e1374e34a7707786ff360b9b31affc3ef2a99fdc,Fix object permission override (#18948),core product bug fix,"packages/twenty-front (1), packages/twenty-server (1)",2,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/e1374e34a7707786ff360b9b31affc3ef2a99fdc
146,3,Frontend Correctness,3D,Misc Product Bugs,3D-02,low,472,2026-03-25,a8dad6c882,a8dad6c8820f67c4725ce56adf16687dcf96cc2d,Fix: default to allow-read when object permissions are not yet loaded (#18971),core product bug fix,packages/twenty-front (1),1,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/a8dad6c8820f67c4725ce56adf16687dcf96cc2d
147,3,Frontend Correctness,3D,Misc Product Bugs,3D-02,low,477,2026-03-25,511d1bd7ab,511d1bd7ab2f2fc97aee4318231c60734076e59a,Fix SSE event stream errors when impersonating users with limited permissions (#18966),core product bug fix,packages/twenty-front (2),2,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/511d1bd7ab2f2fc97aee4318231c60734076e59a
148,3,Frontend Correctness,3D,Misc Product Bugs,3D-02,low,479,2026-03-25,72dd3af155,72dd3af1559a00d2f4bc8005378368a64de5a4a4,fix SVG icon sizing broken in Chrome 142 (#18974),core product bug fix,packages/twenty-front (3),3,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/72dd3af1559a00d2f4bc8005378368a64de5a4a4
149,3,Frontend Correctness,3D,Misc Product Bugs,3D-02,low,490,2026-03-26,1e2b31b040,1e2b31b040d74c449fdf679a0ba3f8ec00e2b5ee,fix: prevent saving API key with empty name (#18970),core product bug fix,packages/twenty-front (3),3,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/1e2b31b040d74c449fdf679a0ba3f8ec00e2b5ee
150,3,Frontend Correctness,3D,Misc Product Bugs,3D-02,medium,517,2026-03-26,34832815e6,34832815e656df0e33dca75a3bf9ff7d4bcbfabb,fix: update settings page for mobile viewport (#18991),core product bug fix,"packages/twenty-front (12), packages/twenty-ui (1)",13,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/34832815e656df0e33dca75a3bf9ff7d4bcbfabb
151,3,Frontend Correctness,3D,Misc Product Bugs,3D-02,high,526,2026-03-27,6f0ac88e20,6f0ac88e20056dfe0d1f1d36950a5f43c9b84ef6,fix: batch viewGroup mutations sequentially to prevent race conditions (#19027),core product bug fix,"packages/twenty-server (5), packages/twenty-front (4), packages/twenty-client-sdk (3)",12,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/6f0ac88e20056dfe0d1f1d36950a5f43c9b84ef6
152,3,Frontend Correctness,3D,Misc Product Bugs,3D-02,low,585,2026-03-30,383935d0d9,383935d0d9302d3afd18d3cccf0c152d303a8bc3,Fix widgets drag handles (#19133),core product bug fix,packages/twenty-front (2),2,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/383935d0d9302d3afd18d3cccf0c152d303a8bc3
153,3,Frontend Correctness,3D,Misc Product Bugs,3D-03,medium,598,2026-03-31,ec283b8f2d,ec283b8f2d59e198228112eb19236606c2e5cbe1,Fix dropping workspace nav items at the bottom of the list (#18989),core product bug fix,packages/twenty-front (10),10,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/ec283b8f2d59e198228112eb19236606c2e5cbe1
154,3,Frontend Correctness,3D,Misc Product Bugs,3D-03,low,644,2026-04-02,16033e9f99,16033e9f9994033ead0ace2a4ec11690257f7f86, Fix front component worker re-creation on every render (#19245),core product bug fix,packages/twenty-front-component-renderer (5),5,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/16033e9f9994033ead0ace2a4ec11690257f7f86
155,3,Frontend Correctness,3D,Misc Product Bugs,3D-03,low,737,2026-04-07,955aa9191f,955aa9191f5c5c9f8dd53c05efa496bc4e40823a,fix: unify settings layout prep when entering settings from outside (#19373),core product bug fix,packages/twenty-front (4),4,Catch remaining user-facing bugs that are neither workflow nor security issues.,Run focused smoke tests around the touched UI before moving on.,https://github.com/twentyhq/twenty/commit/955aa9191f5c5c9f8dd53c05efa496bc4e40823a
156,4,Workflow Stability,4A,Workflow Reliability,4A-01,medium,31,2026-03-03,b2b3a3f860,b2b3a3f8606ec0ce5c69433b78b0fd5f18e8072d,Workflow iterator continues on faillure (#18325),workflow reliability fix,"packages/twenty-server (22), packages/twenty-front (5), packages/twenty-shared (2)",29,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/b2b3a3f8606ec0ce5c69433b78b0fd5f18e8072d
157,4,Workflow Stability,4A,Workflow Reliability,4A-01,medium,33,2026-03-03,5c4a1f931a,5c4a1f931abe40c2aaedb290b1c5ea809c88e428,Fix trigger missing (#18348),workflow reliability fix,packages/twenty-front (2),2,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/5c4a1f931abe40c2aaedb290b1c5ea809c88e428
158,4,Workflow Stability,4A,Workflow Reliability,4A-01,medium,64,2026-03-04,911a46aa45,911a46aa45505478bf6e2fbc61f8494ec8e1dbd7,Improve workflow perfs (#18376),workflow reliability fix,packages/twenty-server (11),11,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/911a46aa45505478bf6e2fbc61f8494ec8e1dbd7
159,4,Workflow Stability,4A,Workflow Reliability,4A-01,medium,78,2026-03-05,a2f80d882b,a2f80d882bd9f7f56c035fdba2d127fc381f2b72,Stop catching all workflow errors (#18392),workflow reliability fix,packages/twenty-server (12),12,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/a2f80d882bd9f7f56c035fdba2d127fc381f2b72
160,4,Workflow Stability,4A,Workflow Reliability,4A-01,medium,105,2026-03-05,e27a8b5107,e27a8b51079029cbd3fcd854307337ff8854a251,Fix Workflow layout show page (#18447),workflow reliability fix,packages/twenty-front (1),1,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/e27a8b51079029cbd3fcd854307337ff8854a251
161,4,Workflow Stability,4A,Workflow Reliability,4A-01,medium,106,2026-03-05,b421efbff7,b421efbff73cba598033c07a7ddaa5eaeb194ebd,fix: remove add record on workflow runs/versions (#18448),workflow reliability fix,packages/twenty-front (5),5,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/b421efbff73cba598033c07a7ddaa5eaeb194ebd
162,4,Workflow Stability,4A,Workflow Reliability,4A-01,medium,227,2026-03-12,3f420c84d7,3f420c84d7474d363ffd6b1def7cd2e87f5ab6fb,Fix Flow tab missing for workflow run (#18602),workflow reliability fix,packages/twenty-front (1),1,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/3f420c84d7474d363ffd6b1def7cd2e87f5ab6fb
163,4,Workflow Stability,4A,Workflow Reliability,4A-01,medium,336,2026-03-19,b86e6189c0,b86e6189c08afa13c82c4dcdfd2a71e226377bf5,Remove postition from Timeline Activities + fix workflow title placeholder (#18777),workflow reliability fix,"packages/twenty-server (2), packages/twenty-front (1)",3,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/b86e6189c08afa13c82c4dcdfd2a71e226377bf5
164,4,Workflow Stability,4A,Workflow Reliability,4A-02,medium,478,2026-03-25,6c1db2e7fb,6c1db2e7fb31f0013b290be8a8e9b4bd4b61fafd,Do not run loop when iterator is skipped (#18964),core app change worth pulling,packages/twenty-server (2),2,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/6c1db2e7fb31f0013b290be8a8e9b4bd4b61fafd
165,4,Workflow Stability,4A,Workflow Reliability,4A-02,medium,519,2026-03-26,34ab72c460,34ab72c4606b2390009d8e5b583536ad58552467,Fix: Cannot create two workflow agent nodes because these have the same name (#19015),workflow reliability fix,packages/twenty-server (1),1,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/34ab72c4606b2390009d8e5b583536ad58552467
166,4,Workflow Stability,4A,Workflow Reliability,4A-02,medium,617,2026-04-01,19dd4d6c1b,19dd4d6c1b08ed3463f9edb6eeaa4a54cb55cbf5,Fix workflow date fields (#19210),workflow reliability fix,packages/twenty-front (6),6,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/19dd4d6c1b08ed3463f9edb6eeaa4a54cb55cbf5
167,4,Workflow Stability,4A,Workflow Reliability,4A-02,medium,666,2026-04-02,047dd350f6,047dd350f6da877ee502f99397bbe4c0d104f506,fix workflow node (#19262),workflow reliability fix,packages/twenty-front (1),1,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/047dd350f6da877ee502f99397bbe4c0d104f506
168,4,Workflow Stability,4A,Workflow Reliability,4A-02,medium,763,2026-04-07,e048d03872,e048d03872cbd2ecc1d5f3f93478f36fca3bdca4,Improve workflow crons efficiency (#19381),workflow reliability fix,packages/twenty-server (4),4,Fix workflow builder and runtime bugs after the core app is stable.,"Create, edit, and run workflows; confirm dates, titles, and run pages behave.",https://github.com/twentyhq/twenty/commit/e048d03872cbd2ecc1d5f3f93478f36fca3bdca4
169,5,Optional Changes,5A,Optional Product Behavior,5A-01,medium,180,2026-03-11,e4e7137660,e4e7137660df3d973e062acde4e401205e3e6e6a,Navigate to page when clicking nav item in edit mode (#18526),small UX fix,packages/twenty-front (1),1,Pull lower-urgency behavior improvements only after the high-value fixes land cleanly.,"Smoke the specific UX after each chunk; these are nice-to-have, not urgent.",https://github.com/twentyhq/twenty/commit/e4e7137660df3d973e062acde4e401205e3e6e6a
170,5,Optional Changes,5A,Optional Product Behavior,5A-01,medium,215,2026-03-12,c59f420d21,c59f420d21a88b75406907861388dee45ac5856f,Hide tabs for system objects (#18583),core app change worth pulling,"packages/twenty-server (4), packages/twenty-front (2)",6,Pull lower-urgency behavior improvements only after the high-value fixes land cleanly.,"Smoke the specific UX after each chunk; these are nice-to-have, not urgent.",https://github.com/twentyhq/twenty/commit/c59f420d21a88b75406907861388dee45ac5856f
171,5,Optional Changes,5A,Optional Product Behavior,5A-01,medium,229,2026-03-12,a3c392ce8b,a3c392ce8bb2b7d47ccbf1df3ef8ad437eb75bbf,Reset selected widget when exiting record page layout edit mode (#18603),core app change worth pulling,packages/twenty-front (1),1,Pull lower-urgency behavior improvements only after the high-value fixes land cleanly.,"Smoke the specific UX after each chunk; these are nice-to-have, not urgent.",https://github.com/twentyhq/twenty/commit/a3c392ce8bb2b7d47ccbf1df3ef8ad437eb75bbf
172,5,Optional Changes,5A,Optional Product Behavior,5A-01,medium,232,2026-03-13,262f9f5fe1,262f9f5fe11c3f15171e4299a0df9b18afc2ec02,Re-fetch conditional display property in the frontend (#18601),core app change worth pulling,packages/twenty-front (2),2,Pull lower-urgency behavior improvements only after the high-value fixes land cleanly.,"Smoke the specific UX after each chunk; these are nice-to-have, not urgent.",https://github.com/twentyhq/twenty/commit/262f9f5fe11c3f15171e4299a0df9b18afc2ec02
173,5,Optional Changes,5A,Optional Product Behavior,5A-01,medium,234,2026-03-13,dfd28f5b4a,dfd28f5b4a15187beafc1af57c8b68fae927618b,Separate create draft cases op (#18613),core app change worth pulling,"packages/twenty-front (1), packages/twenty-server (1)",2,Pull lower-urgency behavior improvements only after the high-value fixes land cleanly.,"Smoke the specific UX after each chunk; these are nice-to-have, not urgent.",https://github.com/twentyhq/twenty/commit/dfd28f5b4a15187beafc1af57c8b68fae927618b
174,5,Optional Changes,5A,Optional Product Behavior,5A-01,medium,347,2026-03-20,698c15b8cd,698c15b8cdf331185caf959b1cc2da616c21b9fe,Avoid side panel tab overriden by show page (#18800),core app change worth pulling,packages/twenty-front (1),1,Pull lower-urgency behavior improvements only after the high-value fixes land cleanly.,"Smoke the specific UX after each chunk; these are nice-to-have, not urgent.",https://github.com/twentyhq/twenty/commit/698c15b8cdf331185caf959b1cc2da616c21b9fe
175,5,Optional Changes,5A,Optional Product Behavior,5A-01,high,363,2026-03-21,d389a4341d,d389a4341d5473b9977003eaed801292db32b638,[Fix]: Vertical bar charts with max data range do not show data up to the top if above max data range (#18748),core app change worth pulling,"packages/twenty-front (19), packages/twenty-server (9)",28,Pull lower-urgency behavior improvements only after the high-value fixes land cleanly.,"Smoke the specific UX after each chunk; these are nice-to-have, not urgent.",https://github.com/twentyhq/twenty/commit/d389a4341d5473b9977003eaed801292db32b638
176,5,Optional Changes,5A,Optional Product Behavior,5A-01,medium,425,2026-03-24,4c6e102493,4c6e1024931e26cdd714f8c3061e92e090fef84e,Display found items after full items loaded (#18914),core app change worth pulling,packages/twenty-front (1),1,Pull lower-urgency behavior improvements only after the high-value fixes land cleanly.,"Smoke the specific UX after each chunk; these are nice-to-have, not urgent.",https://github.com/twentyhq/twenty/commit/4c6e1024931e26cdd714f8c3061e92e090fef84e
177,5,Optional Changes,5A,Optional Product Behavior,5A-02,medium,480,2026-03-25,441a9464d1,441a9464d1f1ece75a8d3a75f868d044af22dc16,Fixed board no value column not fetching more (#18977),core app change worth pulling,packages/twenty-front (1),1,Pull lower-urgency behavior improvements only after the high-value fixes land cleanly.,"Smoke the specific UX after each chunk; these are nice-to-have, not urgent.",https://github.com/twentyhq/twenty/commit/441a9464d1f1ece75a8d3a75f868d044af22dc16
178,5,Optional Changes,5A,Optional Product Behavior,5A-02,medium,521,2026-03-26,f47608de07,f47608de073636f041968e9334c4b55b11817fa7,Clear navbar edit selection when closing the side panel (#18940),core app change worth pulling,packages/twenty-front (2),2,Pull lower-urgency behavior improvements only after the high-value fixes land cleanly.,"Smoke the specific UX after each chunk; these are nice-to-have, not urgent.",https://github.com/twentyhq/twenty/commit/f47608de073636f041968e9334c4b55b11817fa7
179,5,Optional Changes,5A,Optional Product Behavior,5A-02,medium,671,2026-04-02,4dfd6426c2,4dfd6426c2c2e4657071a25e025ddec7d46f08c4,Disable going to settings in layout edit mode (#19265),core app change worth pulling,packages/twenty-front (4),4,Pull lower-urgency behavior improvements only after the high-value fixes land cleanly.,"Smoke the specific UX after each chunk; these are nice-to-have, not urgent.",https://github.com/twentyhq/twenty/commit/4dfd6426c2c2e4657071a25e025ddec7d46f08c4
180,5,Optional Changes,5A,Optional Product Behavior,5A-02,medium,682,2026-04-02,77315b7f6e,77315b7f6e943dd50dc8e8e262f93188584fcb20,Sync record selection with the edit mode (#19276),core app change worth pulling,packages/twenty-front (12),12,Pull lower-urgency behavior improvements only after the high-value fixes land cleanly.,"Smoke the specific UX after each chunk; these are nice-to-have, not urgent.",https://github.com/twentyhq/twenty/commit/77315b7f6e943dd50dc8e8e262f93188584fcb20
